overall,vote,reviewTime,reviewText,summary
4,0,2007/8/16,Works fine. Minus one star for being a weird type of memory card that will be hard to find a purpose for outside of this device. (I guess that's Nokia's fault. Not the card. But sometimes it's the company you keep...),For use in a Nokia N770
2,2,2013/8/13,Only suitable for very young kids,1376352000
2,0,2015/2/5,Two Stars,1423094400
1,0,2014/8/12,USB Storage Sharing,1407801600
3,0,2018/7/6,Installing I Pad in rugged is A BITCH almost gave up. Use model end plier to turn back edges of Cover,Zagg Rugged Cover
4,0,2009/12/30,"I have used this as hardware, only.  I consider it a ""junction box"" between my VHS player and PC.  I did not install any of the software which came bundled and am using either Nero or Corel Video Studio 12 to do my actual editing.  Honestly, I got scared off by other reviews showing nightmare experiences, so I stuck with these software programs that I was familiar with previously.  If you want to make DVD copies of your old VHS tapes, this is the piece of equipment you need, but allow Nero or some other piece of software to do the actual transfer after this box is working appropriately.  Using it that way, I give it very high recommendations and can certainly vouch for its ease of use.  One caveat:  Plug it directly into a USB port, not a USB hub, for best results.  A fine ""patch cord"" at a reasonable price.  It's great to get all the my old VHS home movies onto digital media.",Great device if used wisely....
5,0,2015/8/3,"I bought one in the past when I was in a pinch and was SUPER disappointed to discover it didn't successfully charge my tablet. This one however, does! It charges my Asus Eee Slider SL101",Actually charges my Eee Slider SL 101
2,0,2014/12/31,save your money buy something else,Poor sound easy to install
1,114,2015/5/25,"Update *** all four are broken now with plugs separating from the unit with no help from manufacturer

I think these are simply dangerous - I bought 6 for our home - one burnt out with a spark one evening as I was unplugging it and the other 3 are suffering from the separation of the plug from the housing - extremely dangerous",UPDATE. - Dangerous item - beware 4th unit broke
5,0,2009/10/1,"I was very happy with this item. I wanted a pair of binoculars primarily to better see some of the birds around our house. The close up focus is an unexpected but welcome addition to a pair of binoculars. I couldn't be happier with this item. It seems very well constructed. The only criticism I have is I could find no description of the lens material or coating on the instructions or specifications provided with these binoculars, so comparison with other brands is a bit more difficults.",This is a Great Item!
5,2,2013/5/5,Very good for paper work good for travel flight excellent peace enjoy it good wheels confotble for any one men or women,It's a grenade
5,3,2016/6/30,As Advertised,1467244800
2,7,2012/1/19,"I've had this bag for over 3 years.  I guess that is long lasting.  The D-rings that hold the strap have been resown several times (first time was just a few months into owning it).  While it has several pockets, it is INCREDIBLY front heavy.  It will always fall over on its front.  The zippered opening has flaps that are much too large.  It makes it very difficult to get the laptop in and out.  The 2 webbed pockets hold a few things, but something else, higher up, would be useful.  Finally the strap.  This strap does NOT stay on the shoulder.  It's very uncomfortable, and unless you throw it over your head, is basically useless.

So, if you want a bag that's constantly falling over and has a worthless strap, please buy.  Otherwise, buy something else.",Just wait
5,0,2015/10/12,muy bien,Five Stars
5,0,2011/1/19,Great ipod head phones replacement,1295395200
3,0,2015/1/4,Three Stars,1420329600
4,2,2016/5/10,"Fits my Olympus Tough TG-3, two extra batteries, and extra memory card perfectly.  comfortable to carry.  Tough fabric.","Perfectly sized for the Olympus Tough TG-3, everything you need, nothing you dont."
4,0,2013/8/24,"Great product, easy to install, poor quality components",1377302400
3,0,2010/9/22,For Kicker Subs only?,1285113600
2,14,2014/1/23,Not quite there yet...,1390435200
2,9,2007/9/9,"Service in recieving the antenna was great.  Antenna itself is no more than so so....but it was not overly expensive so my expectations were only moderate.

Reviews I read raving about this antenna must have been written by the manufactuer.  Reception on the old analog channels is much worse than the ten year old rabbit ears I pirated off an old TV to use.  I get more channels, but only one of them is watchable, others are all static.

Does digital reception, which the rabbit ears didn't, but those channels tend to break up / digitalize a lot.

Bought annother TERK antenna a few years ago, which I paid a lot more for,  that was suppose to be the high tech ultimate.....went in the trash after about two weeks.",TERK TV ANTENNA
3,17,2014/1/11,Minus 2 stars for usability and some absurdities,1389398400
5,0,2016/6/4,Totally Worth!,1464998400
5,0,2015/9/4,Worked great to transfer data off my MacBook Pro.,Five Stars
4,0,2018/4/25,"These work great from a short distance and the picture is not bad.
Good price as well",good buy
2,0,2009/2/7,Did not work for me - may be it was a defective piece,1233964800
2,0,2015/6/12,"Worthless to me, I tried and tried to get this thing to connect. When I finally did it was only ""there"" it didn't actually work as a repeater. It was like it took over my wifi and said' ""No, you may not pass"".",Do Not Use. This this is beyond a hassle.
5,25,2006/7/22,"The Sony SCD-CE595 has to be one of the great audiophile bargains of all time.  I got it for $120 through Amazon and it is replacing a $3000 CD playback system.

The $3000 system consists of a $1200 Theta Digital D/A converter, a $800 Cal Audio Labs transport, $800 worth of upgrades on the Theta, and $300 worth of cables and accessories.  It is about 15 years old.  The last upgrade was about 10 years ago.

While the older system has a more refined top end, the cheap Sony has more detail, better bass, and good dynamics.  I have tried several newer CD players and they all suffer from flattened dynamics and lack of detail.  Those are the areas the Sony gets right.  I have a Pioneer SACD/DVD player which sounds terrible in comparison with the Sony, although they are almost the same price.

I only have 2 SACD discs and based on that, I'm not going to be purchasing SACD versions of all my CD's.  I can really only hear the difference when listening through my Seinnheiser HD 600 headphones.  The SACD has better low level detail, but only people with a very high definition system will be able to hear the difference.

At the price that Amazon sell this CD changer, it is an absolute steal!",A Great Audiophile Bargain
2,0,2016/7/13,Two Stars,1468368000
2,5,2009/2/10,"This is specifically in reference to the model for Canon and may not apply to the one for Nikon.

I purchased one of these and an EF-530 DG Super, also for Canon, expecting to be able to use them with the EM-140 DG as master and the EF-530 as slave on a Canon 30D.

When configuring them in that mode, following the directions in the rather poorly written manual, the 530 in each case either fired prematurely or not at all.  I finally called Sigma and had their tech walk me through the setup, with the same result.  He told me to send them back.  I did.  Sigma lost them.  Finally they sent me two new replacements.  The replacements have the same problem, so this seems to be something fundamental and not a malfunction.  I have been told that EF-530 DG Supers do work well together in TTL master/slave mode so it seems likely that the problem is in the EM-140.

Standalone it works fine and will also work as a master for the manually controlled modes of the EF-530.

Between not working as advertised and the poor quality of support I received I cannot recommend this product to anyone.",EOS TTL Master/Slave does not work
4,0,2016/4/13,Four Stars,1460505600
2,2,2007/5/19,"I have been a fan of LaCie hard drives for many years, so I am doubly dissapointed in this external DVD burner. The first one started failing to  write either DVDs or CDs after about 5 days. I contacted LaCie, and after several hours of trying different cables, upgrading firmware, different computers, etc., they gave me a return authorization. I sent it back (at my expense) and in return got a second one which was dead right out of the box. The third one finally works - sort of. It writes DVDs or CDs just fine, but many DVDs that mount and play just fine in my DVD player or any of our 3 Macs will not mount using the LaCie. I am not going to waste any more time and money trying to get LaCie to replace this one unless it fails completely. At this point I have no confidence that the replacement would be any better.","Poor Quality Control, Poor Performance"
2,0,2016/7/9,Doesn't distribute sound well,1468022400
5,2,2015/2/13,"If you can find this camera refurbished, DO IT! The refurbished stuff is so much cheaper and has better quality control than the risk you take with new. Plus you still get a warranty. I love the camera. Once I got used to the function I just fly with it. It feels so much better than the 3 and 5000 series and is so much easier to use once you learn all the buttons and get a feel for it. My first day out with this I had taken over 900 14 bit RAW photos before I even realized it. The battery was still going strong. I had so much fun getting to know the camera. I'm glad I made the purchase.",The refurbished stuff is so much cheaper and has better quality control than the risk you take with new
4,0,2012/8/5,Works as intended.,1344124800
3,0,2015/12/4,Works as advertised.,Three Stars
3,0,2008/12/25,"Not bad for the price, but has limitations",1230163200
3,0,2015/5/21,"We have had lots of connection issues with these.  They seem to lose signal quite often.  Usually it's just a matter of unplugging and then plugging back in, but it is still a definite hassle.  I am not a technical expert in any way, but I can usually muddle through the issues with these.",Connection issues
1,2,2010/3/12,Beware- Loads a Gina,1268352000
2,0,2010/9/11,This item came with a broken handle and honestly did not seem to be very soundly assembled.  The nylon material feels flimsy.  It also looks a bit cheap in my opinion.  I ended up returning and getting a similarly priced Solo which was a huge upgrade.  The Wenger model is probably the best but you pay top $ for it.  Overall I was not that impressed by the Targus bag and would be hard pressed to recommend purchasing it over other brands.,Defective handle
5,3,2011/6/2,great lens,1306972800
5,0,2017/7/27,"Sturdy, light weight, and a great buy",1501113600
2,3,2006/2/25,"I've had this mouse now for about eight months, and contrary to other reviews here, I actually find it quite comfortable to use even though I have big hands.  It doesn't have the same feel as a larger mouse, but I find I can get more precision with it, and have enjoyed the light, nimble feel.  Note that it doesn't track at all, however, on very smooth surfaces (marble, glass, etc).

Unfortunately, the quality seems relatively low.  Problems I've had:

- The battery cover frequently pops off, spilling the batteries out

- The battery life is short, and the usb-charging cable doesn't seem to charge it up fully (sometimes not at all).  I have to use my own NiMH battery charger to get it to work.

- Frequently (about once per hour) the mouse starts having a big time lag between when I move it and when movement is detected.  This may have to do with the batteries getting low, but it is very annoying.

- There are frequent problems with it loosing its connection and having to be re-paired with the computer. (I also have a bluetooth keyboard, and that doesn't have the same problems).

If I could find a mouse of a similar design but that is more durable and reliable, I'd love it.  But I would not buy another one of these.","When it works, it's great, when it doesn't, its not"
5,0,2007/1/25,"Well made and will do the job....and the sale price was excellent.

No need for those $100 cases in leather or otherwise...they yell ..steal me. :)",...does the job
3,28,2014/2/25,"The antenna on my pickup truck broke and instead of trying to remove the piece remaining in the shaft, I purchased this antenna after reading the reviews.  The installation was very straight forward and it only took me about 20 minutes to disassemble the dash, connect the antenna to the receiver and close everything back up.  I spliced the power and ground wires with the corresponding wires from the stereo.

Everything works pretty well though the station (antenna) that is about 32 miles away still comes in with static. The station (antenna) that is about 22 miles away in the opposite direction comes in loud and clear.

Edit: 04/22/14
My favorable impression after the initial install is less so now that I've had it for almost a couple of months.  The same stations I mentioned above have more static on some days - I'm sure it is weather related, but nonetheless, the performance is not as good as the OEM whip antenna that broke.  I am bought a replacement whip antenna and will try that out and decide which of the two to keep.",replacement antenna is okay
1,0,2015/12/26,"This sucks, as its really the perfect case I was ...",1451088000
5,0,2014/6/29,looking good,1404000000
1,0,2013/12/21,"I am connected to this router wirelessly from 3 different computers, an older desktop, a new laptop and a brand new tablet.  The router is within 1-3 feet from all devices.

First the usb share has been a disappointment, used primarily to stream video from a hard drive dock, when starting a new video, it takes nearly a minute sometimes before it actually begins playing. Not a big deal, since I play my video primarily from a computer within a foot of the router, i just plugged the drive into that machine directly and stopped using the usb share.

Now after owning it just over a week, it seems to be failing.  I use INPUT DIRECTOR to control all three machines from one keyboard and mouse as if they were seperate heads of the same machine.

I have had disconnects before, but lately I am losing a lot of packets to the router,  I have reset the router and still my connection to the router DROPS and reconnect OFTEN.  Remember these machines are with a few FEET OF THE ROUTER!!! One of the machines is a few INCHES from the router and dropping.

So I decided to contact Trendnet in hopes of getting a solution, maybe a firmware upgrade will fix it.  So i go to their website and I get, HTTP/1.1 Server Too Busy

So yea, while i can access other web pages, it seems that trendnet cant even keep their OWN SERVERS ONLINE!!!!

This will be returned to Amazon and replaced with a more prominent named router, like Linksys or netgear.",Garbage
3,3,2010/2/1,Nice low cost HD but refresh is poor,1264982400
3,0,2014/9/13,Cheap all-in-one kit,Three Stars
4,0,2015/3/4,"for the price, buy it",1425427200
4,0,2014/3/7,Kids love them,1394150400
3,3,2014/5/20,Performs well but speakers aren't loud enough. Awesome customer service!,1400544000
4,0,2015/5/23,Seems good have to see if it.last bought an oem from another site lasted less.than a yr,time will tell
3,0,2013/3/2,replacement battery,1362182400
4,0,2017/8/8,I like this unit alot,Four Stars
3,0,2016/6/18,Several keys do not show the correct symbols for what appears on screen when hit,Three Stars
2,0,2015/6/25,Ordered by mistake.  Not what I was expecting and sent them back.,Ordered by mistake. Not what I was expecting and ...
5,0,2014/2/13,Price was right OEM came in canon packaging so of course perfect fit I don't think I would buy a knock off went the price on this is low enough,Just what I needed
4,0,2014/2/19,"It's not perfect, but it's really good. The major flaw of all of the oragami cases seem to be that if you open it flat (no folds) it often turns off the iPad. BUT, otherwise it's a great case.","Good, not perfect"
1,0,2013/1/23,POS high pitched hum,1358899200
4,0,2013/3/3,I bought this broduct to power my xm speaker. in for unally it wasn.t the write one.  I cant offer any evaluation because I cann't use it.  But I beleive it will funtion properly.,power supply
2,0,2017/8/18,Don't purchase if you live in hot climates. This ...,1503014400
2,0,2012/11/16,"So I bought 10 for the office, and I broke 2 of it within a year already because of the right click doesn't response... it clicks but it just doesn't register to the computer.

I will stay away from it.",The right click is horrible...
4,2,2009/7/28,"These ""mid-range"" flashes in Nikon's lineup are just the ticket for enthusiasts and great as a secondary for pros. They are a good size and weight, seem sturdy, batteries lasts a reasonable time, and there are lots of accessories for them in the third party world. I recently used one in TTL mode to light a room about 15' x 30' with a 20' ceiling and it filled the whole room with light used in a ""bounce"" style. I only see three weak points:

-No slide out bounce card
-Nikon uses line of sight IR instead of radio for flashes. I wish they were radio, or worked with pocket wizards so I wouldn't spend so much time ""aiming"" the IR sensor back at the camera or buying pocket wizards for wireless setups.
-Instead of just putting a ""menu"" button on the flash, you have to hold two of the buttons down to change some settings. Sometimes you don't press them down exactly at the same time and (the flash just sits there looking back at you wondering why you're wasting your time standing there and not taking pictures) you realize it didn't take, so you try again. I have two, and keep one in TTL mode and one in wireless mode, that way I only need to change the mode on one flash if I decide to do a two light off camera setup.

I have not tested the max wireless distance because I don't have a nice big zoom lens yet, mostly using the 50mm 1.8. The wireless mode is only supported by certain cameras like the D90 (I have) and up.

Overall, a great buy. My short explanation is the SB-400 is for those who just don't like the built in flash and/or want to travel really light, the SB-600 lets you start ""off camera"" flash photography and express your creative side, and the SB-900/800 are for Pros or for those with extra money to burn and want to impress others. If carrying size is important, the SB-900/800 is noticeably larger when you put the two side by side. For me, if I was to spend $450 on flashes, I'd rather have two of these SB-600s, which I can use in more situations than just one big SB-900.",Does everything except work with Pocket Wizards
4,3,2014/3/5,"The SLIK AMT tripod is lightweight and great for travel. However, it is not very tall. I am 5' 6"" or so and I had to hunch over when composing an image. The build quality isn't bad....it is NOT the same quality as competing manufacturers but I think the tripod holds its own. The pan head is OK but takes a little getting used to. Fine adjustment using the head is a task. For the price, this tripod is not bad for general use.",Light but not quite tall enough
1,0,2017/8/16,Doesn't work.,1502841600
1,2,2014/2/22,PC fails to recognize sansa clip,1393027200
4,0,2014/5/1,better than I expected for it's price,1398902400
1,0,2017/10/9,This one failed for me after light duty for the past couple of years. I would recommend trying another brand.,Failed
5,0,2016/12/21,This router is very easy to setup and even has a great app that ...,1482278400
5,15,2013/3/1,"So far this computer is pretty amazing. I wanted to come and help outweigh this other guy's rating because he was rating solely on an accident by Amazon and not the computer itself. It's pretty amazing and I will edit this and write more when I get to use it more.

It looks great, it is fast and it has everything I want. I do have one qualm though. With the supposed bundled software I don't believe that it includes the software serial numbers... which means that the software is not actually bundled.

Now just to find out if I can get a Bluray ultrabay drive.

EDIT: This computer is shipping with the Synaptics touchpad, not the ELAN Tech touchpad so the problems are minimal. It's no Apple trackpad but it is much better than the flimsy piece of junk ELAN Tech is manufacturing.

EDIT 2: The 16gb solid state drive is now failing in my machine already, however that's not too uncommon for a ssd. The problem is, Lenovo has mediocre customer service and left MUCH to be desired. However Amazon made it all ok by sending me the new computer first as I will send them this one after it arrives. Great! Should all be ok.",Great
3,0,2016/6/17,did not last long,Three Stars
3,0,2015/9/1,"It's greatest attribute is size and weight... small and light !!  Takes very nice photos i.e., much better than most other compacts I've seen. WIFI is quite another matter.......... If your IQ is less than 150, don't even think about trying to pair it to another device... The price is now down $150 from when I bought mine, because the new 350 is out.  It's a good buy, at the ""now"" price, but think I would opt for the newer version, for the difference.",It's greatest attribute is size and weight
4,0,2013/3/1,Just sold this case to a customer of mine who loves it.  Definitely one of the better iPad Mini case/keyboard combo's I've seen.,Very Slick Case
4,2,2015/1/20,It's a "Good" CB. Perfect for Jeeps. stock Mic. Sucks. Get a power Mic.,Perfect for Jeeps
4,0,2016/2/5,"Worked like a champ in cleaning heads in an old VCR, hard to find these in stores now!",Worked great.
3,0,2014/9/25,"This is a 25-pack for $6.55.  If you can wait, buy the 100-pack for $5.49 (takes longer to ship).

http://www.amazon.com/dp/B001E1Y5O6",Get four times the ties for cheaper
5,0,2017/12/3,"Barely fit, but thats whats best??",Great sound
5,0,2016/11/21,Worth the money,1479686400
2,10,2007/11/28,"Good keyboard, lousy mouse",1196208000
1,0,2013/4/9,"This is the second one I bought, because the first one failed quickly. I liked the features on this item, so I thought it might be a fluke thing. It failed too, but lasted long enough that I couldn't return it to Amazon. Very frustrating. I sent it in to the recommended Onkyo service center about 6 weeks ago, They do contact me from time to time, and say they are still waiting for parts. Problem is I still want the damn thing.",Bad buy.
4,0,2014/2/27,"I would definitely recommend this case for all but the most powerful heat intensive machines.  The build quality is awesome, it has some great wiring capabilities, and the fans themselves, while not totally silent of course, are VERY quiet.  Even on max speed.

The only negative I can think of is that there is almost zero documentation on how to setup the fans themselves.  So on my old case, all the fans were plugged into the motherboard, while on this, none are.  They are all plugged into the fan controller itself.  So the motherboard no longer regulates the case fans (cpu fan remains mb controlled of course).  There is no documentation whatsoever on how to purchase or configure new fans either, so I took one star off.  Otherwise a great case that makes very little noise even on high fan speed.","Great case, bad documentation"
2,0,2015/1/4,"This is the same as the original Fuji RR80 with the addition of a short (see stock photo) miniUSB to microUSB converter cable which makes it compatible with the Fuji HS50EXR.

It works to focus at half trigger and fires on full. Unlike a cable remote that screws into the shutter release button on an SLR or DSLR, this unit plugs into the camera's microUSB port on the body and operates through the camera's electronics and software. As a result, there is a noticeable lag between depressing the remote's trigger and the camera's shutter firing making this unit useless for shooting action subject matter which is what I mainly bought it for.

I am keeping it only because there is no other remote release available for the HS50EXR currently and it is useful for shooting static setups.",Suitable for Static Subjects ONLY
1,0,2014/12/15,this did NOT last even a month. Save your $$,Save your money
2,0,2014/3/4,"This one is barely better than the battery it replaced, which was several years old.  After only a few weeks, the laptop required recharging most every evening, with only moderate use.  Too bad.",Doesn't hold a charge
1,5,2008/2/11,"These are terrible, eventually",1202688000
2,3,2014/10/4,Fails to stay plugged into my phone after less than two weeks of usage,1412380800
3,0,2011/11/9,"Its okay! I really wanted a figure that I have on older model..

The ability to record from FM... This one doesn't!",I thought it had a figure but it didn't
4,0,2016/9/9,"After reading Mark H's review, I was worried that the interior cutouts wouldn't fit my SD cards, but I had zero issues getting mine to fit. I think the problem is that many people are attempting to put the cards straight down and push them into the slot that way. Instead, if you lead with the top or bottom edge of the card, and insert it at an angle, the SD card fits snuggly into the cutouts. In other words, instead of trying to push/snap your cards into the hole, you want to install them like cards into a card sleeve. Works great that way and the little side cutout makes it easy to remove the memory cards after.

The interior space for the Passport is the only reason I'd pick this case over my current favorite SD card holder, the&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Pelican-0915-Black-SD-Memory-Card-Protective-Case/dp/B005D2JE2A/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Pelican 0915 Black SD Memory Card Protective Case</a>. If you've got a WD Passport, or some other similarly sized external HDD or device, this is a great way to combine storage. In all other instances, I'd still rather have my Pelican case.","Mine fit the SD cards just fine, you've just got to insert them at an angle"
4,0,2013/9/12,Good Quality Component Video Cable,1378944000
2,0,2015/3/30,Must have pictures in the Cloud,1427673600
5,0,2015/2/16,"I've found lots of uses for these, and I still have plenty left over for other projects.",8" long by 1/2" wide velcro straps
1,0,2016/8/31,Sound volume is greatly reduced when using this cable.  Not good.,low volume
5,0,2015/4/9,A Little Change is Good,1428537600
5,0,2013/2/11,fast and small,1360540800
4,0,2017/5/5,Has worked good so far,Four Stars
4,0,2016/4/4,"I bought these to keep a lot of my cables neatly together. They work really well, and I was pleasantly surprised to see how many I got with this purchase. I definitely recommend these.",Keeping Things Neat
5,0,2017/2/7,got here quickly and product was as expected!!! ty!!!,Five Stars
3,3,2009/9/21,BlackBerry VM605 Visor Mount Bluetooth,1253491200
2,0,2017/6/17,"Does allow stereo microphone connection w iPhone and iPad. Poor quality sound (echo, narrow dynamic range). May be useful one day. For now, waste of money",Not good
1,5,2014/12/11,A MUCH better device is this one,1418256000
3,0,2011/1/17,"This is a great idea. The hat is good quality and very warm.  The fit is tight, which is not great. Hubby has a big head and I got it so he could listen to music while running. If you're a male with a bald head, or little hair, I think the MP3 rubbing on your head would become irritating after a while.  I, personally am very ""touch sensitive"" and find the rubbing of the hard parts on my head annoying. I just can't take it for very long.  A little more padding might be helpful.  I would probably not use this for running because it is difficult to adjust your player while wearing it.
If the item was $10, I would consider buying it as a gift for athletic friends, but not for almost $30. That's just way too much.",Not for "princess and the pea" types - highly sensitive persons.
3,7,2009/12/23,Install review with zotac n330,1261526400
3,4,2007/11/14,"Does work with FM radio and cell phone together when using Motorola bluetooth headphones - I can listen to the radio, then when calls come in, radio cuts out, and I can take call.  Wish it had better range, and does not work by itself as a good antenna for portable FM radio.",Jabra
2,0,2015/11/4,"Highs are too harsh. Lots of sibilance even on hi-res sources.  Get the Audio Technica M50x, your ears will thank you.",Highs are too harsh. Lots of sibilance even on ...
3,0,2017/5/15,Three Stars,1494806400
4,0,2017/2/10,Works well.,Four Stars
1,5,2010/1/5,Broke in less than 24 hours,1262649600
2,0,2017/1/2,"My boyfriend bought me this GearFit2 as a gift. I was suppossed to get this blue color as shown which almost looks like my favorite color, teal. This Is the color I had on my wishlist he went off of. But instead I got plain black which I don't like. I tried to just buy a seperate band in that color but have been unable to find It. They took so long to ship It that It didn't make It for my birthday or even for Christmas. I finally received It & after charging completely put It on. It took me a few tries to get It to connect to my phone even though I have a Samsung Galaxy 5. Figured out pretty quickly It counts sitting down driving In your car as going up ""floors"". If you move your hands & arms a lot It counts It as steps taken. I workout 4-5 days a week so far Ive  had I think 4 workouts wearing the band and It did NOT automatically detect my workout as It claims. I don't believe the calorie counter Is accurate at all or even close. The band does not seem very secure and other users claim to have had them randomly fall off which Is definitely believable. Had to spend another $15 between clasps for the band and screen covers for protection. As much as these cost the company really shouldve made the band more stable and secure and really would It hurt to have thrown in a screen cover. There are different styles you can set the face as but most are lame unless you buy them. Though Im not sure how accurate they truly are I do like the sleep monitor and BPM. I also like being able to use the timer/ stop watch on It and bluetooth to listen to and control music without picking up my phone. I had really high hopes for this product Im a Samsung fan but so far Its just been disappointing. Overpriced and overrated.",Took forever to arrive when It did was wrong color. Has a couple neat features but overall pretty overpriced
2,0,2017/3/14,returned it,1489449600
5,0,2007/10/29,very happy,1193616000
5,0,2017/3/16,Will be ordering some more soon for my next build,Nice
4,2,2015/6/10,"Cuts a huge amount of light!

But, difficult to keep clean and maintain. Attracts dirt like a magnet!

I love the filter but if you have the money, buy the same filter with the MRC coating!",Brilliant but go for the MRC coating variant
1,0,2016/5/15,"It shorts out and keeps firing the camera after I release the button.  I had to stop using it, waste of my money",Doesn't work
4,0,2015/2/20,Four Stars,1424390400
5,0,2012/3/11,"This product was ""refurbished"" but I am convinced it was never used nor refurbished.  Couldn't be happier.  It was easy to install and continues to provided an added WiFi for my woodworking shop.  It has allowed me to replace my workshop computer with my Kindle Fire.  I had a LAN wire in the shop but the Kindle Fire didn't have a LAN plug so I just plugged this into the LAN wire and voila, I have a new WiFi just for my shop. Great value.",Just Like New
2,5,2009/8/20,Disappointing for the price,1250726400
2,0,2008/9/30,Disappointed in customer support and button arrangement,1222732800
1,0,2016/7/24,One Star,1469318400
1,6,2011/6/3,COMPLETELY FROZE UP,1307059200
2,0,2013/10/9,Didn't work,1381276800
4,0,2008/3/11,Good Value for the Money,1205193600
4,0,2013/2/27,"Quality product, but not necessarily for the average user.",1361923200
5,0,2014/7/14,Looks sturdy and came in a packaged box.,1405296000
2,0,2014/3/11,I usually buy Sony head phones do to the fact that for the value you get a very well made long lasting product that works.  However I purchased this headphone after the ones I had for 8 years stopped working.  Less than 7 months and they are no longer working.  The jack broke and now only the right ear plays music unless you do the dreaded hold and bend method.  Gone are the days you can buy a well made pair of headphones or ear-buds for a decent price that will last.,Does not live up
1,0,2017/1/6,"I did not have good luck with it,I would be watching TV and all my channels would go out,it took me awhile to find out what was wrong,I put my old amp back on,no problems sence",I did not have good luck with it
3,0,2013/8/7,"Personally, I like the case shape & design.  The way it holds the iPad mini, etc - no complaints to speak of, pretty much exactly what I expected.  But on the other hand, the keyboard layout is odd (putting it lightly).  The delete key other normally repetitively needed keys are moved, missing, or hidden behind a function key.  I have several small bluetooth keyboards that I've used on iPhones, iPod touches & full size iPads - and none of them have these issues while being very similar in size.  I can only say that if you use this keyboard occasionally, you might find the layout okay.  But for normal or extended usage, not a fan.  4 star case, 2 star keyboard layout = 3 stars","Not Bad, But Keyboard Layout Not The Best"
4,0,2014/7/30,Some ealier reviews mentioned mechanical issue.,1406678400
2,0,2015/11/8,Two Stars,1446940800
5,0,2017/12/26,It's a flash drive.,1514246400
1,5,2015/11/11,Probably don't sign up for it.,1447200000
4,2,2009/12/26,"If you buy Nikon's Speedlight flash SB-900, this item is included with the flash.  Unfortunately, I could not find it in the details of the SB-900 so I ordered this item.  However, this stand does work just fine and at ~$17, I did not return it.","Ultralast Nikon Stand, AS-19, Speedlight Stand for"
5,0,2004/10/1,"Don't listen to these other people who heard popping and/or static from their 5.1 5200 system, they must not have had a clue when they set theirs up.  I just set up my Creative Inspire 5.1 5200 and it's a great sound system!  It's very easy to set up as every connection is color coded.  You do have to have a 5.1 compatible sound card in your computer to use this system.  The bass is more powerful than I thought it would be, given the subwoofer is only 17 watts RMS.  If you're a gamer moving from 2.0 speaker system (standard stereo) to this 5.1 system, the difference is incredible!  If you're on a budget (like me), you can't beat the sound quality for this price!  Crystal clear highs, strong mids and good punchy bass makes this a recommended system!",Great sound quality for the price!
4,0,2015/10/25,Four Stars,1445731200
1,0,2015/12/25,One Star,1451001600
3,0,2014/11/25,For the money they are Very Nice.,1416873600
3,0,2015/5/29,Needed this to protect the lens that I bought. It has its faults as gets loose from the lens every now and then.,Needed this to protect the lens that I bought. ...
2,2,2008/6/17,Only good if you have the right car/GPS,1213660800
2,0,2014/5/10,"I read other reviews that said it worked well on auto-focus mode...it didn't and even on manual focus, with a Tamron 18-200 it was still not clear enough.",Not as good as I hoped
1,0,2016/8/9,"So I wanted to like it, maybe I got a a bad one",1470700800
4,0,2014/9/18,its good.,1410998400
5,3,2014/5/3,I love it.,1399075200
1,0,2014/1/7,I put the tape in and it immediately turned off my vcr and ejected the tape. I tried again and the same thing happened. I tried it in another vcr and the same thing happened. Amazon gave me a full refund.,doesn't work
2,0,2015/2/4,"The cable worked great...Until IOS 8.1.3.  I used this cable to charge both my iPad and iPhone 5s for right at a month. I recieved it on 12/31/14 and it worked great until monday night (2/2/15) when I plugged in my iPhone and installed IOS 8.1.3 on it.  When I plugged the phone in, it was charging on the cable.  After the IOS installed, the cable no longer works. It won't charge any of the 4 iPhones or 2 iPads that I have tried plugging into it.  I've tried different charger cubes and plugging it into my computer and the cable simply no longer works.

I don't know if this is a failure on the cable's fault, or a failure on Apple's part for frying, yet another, cable of mine.

I guess I'll have to buy another one unless I can figure out how to get it warrantied.","Worked great, until IOS 8.1.3 fried it."
3,0,2016/6/20,Product works as described but did not meet my needs.,1466380800
4,0,2009/10/3,"This grip is fantastic.  Makes my XTi easier to manage in terms of taking portrait shots and the fact that there are TWO higher-capacity batteries is great.  We keep the stock battery charged up as a spare.  You can use this grip with one or both battery compartments taken up - which is great for when you fall back to a spare battery - you don't need two of them.  My only complaint (and hence, 4 stars) is that the wrapped, textured material didn't stick well to the plastic, some superglue cleared this right up, but what do you expect for something that's a fraction of the price of a canon-branded device.","Good stuff, perfect fit."
4,0,2018/5/18,"Got these batteries and the first thing I noticed was they were not the same size as the OEM's. But I hooked them up any way, charged them up and monitored the time they lasted. Brand new batteries lasted like 5 days (stand by time), that is pretty impressive. I hope they remain that way for some time. I will post my experience later in future.",Good batteries!
1,0,2016/10/4,Sent bake had one day and started going on and off,One Star
1,0,2014/7/25,A bit on the large size.,1406246400
2,0,2010/12/19,Great stand-alone radio for Pandora listeners...,1292716800
