overall,vote,reviewTime,reviewText,summary,text
3,0,2015/1/18,"it sounds like an 8 inch powerful subwoofer not a 12. i mean if you just want to feel it when you're in the car its good but if you're trying to rattle people's windows , then this speaker is a no go lol but its a good price if you just want to feel it when you're inside the car it'll shake the inside of your car that's about it.",its ok if you don't want that much thump,"it sounds like an 8 inch powerful subwoofer not a 12. i mean if you just want to feel it when you're in the car its good but if you're trying to rattle people's windows , then this speaker is a no go lol but its a good price if you just want to feel it when you're inside the car it'll shake the inside of your car that's about it. its ok if you don't want that much thump"
5,0,2015/5/15,"it works fine, awesome price and quick shipping, sounds exactly the same as any name-brand y-cable selling for 2-4 times the price in local retail shops...pity the fools who buy this sort of stuff from the likes of best buy!",great,"it works fine, awesome price and quick shipping, sounds exactly the same as any name-brand y-cable selling for 2-4 times the price in local retail shops...pity the fools who buy this sort of stuff from the likes of best buy! great"
1,0,2017/9/6,"did not work on my ipad, but when i hooked it up to my iphone 7plus, it said not enough power for my akai synthstation 49 midi keyboard so i returned the item and purchased the one made by apple",this item did not work for me,"did not work on my ipad, but when i hooked it up to my iphone 7plus, it said not enough power for my akai synthstation 49 midi keyboard so i returned the item and purchased the one made by apple this item did not work for me"
5,0,2015/2/13,"i've purchased or helped install 5 of these.  they are very easy to install.  recently they began coming with the spring release, which is extremely nice for large tvs.  highly recommend.","rock solid, 5th time using","i've purchased or helped install 5 of these.  they are very easy to install.  recently they began coming with the spring release, which is extremely nice for large tvs.  highly recommend. rock solid, 5th time using"
5,0,2015/11/29,"the antenna has served its purpose. even though i don't use it anymore. its very easy too hang up.
its fairly small so it does not take up any room if you decide to hang it on the wall. what else is there need to be said. just a antenna the reception is good, but it really depends what area you live in, if there's any mountains or structures that can mess up your signal.",solid antenna,"the antenna has served its purpose. even though i don't use it anymore. its very easy too hang up.
its fairly small so it does not take up any room if you decide to hang it on the wall. what else is there need to be said. just a antenna the reception is good, but it really depends what area you live in, if there's any mountains or structures that can mess up your signal. solid antenna"
1,0,2014/9/18,good while it lasts,1410998400,good while it lasts 1410998400
2,0,2017/2/3,"cheap. static-like sounds, but for the price its fine. did not last too long the cable could have been stronger but for the price that is what you get.",cheap. good price.,"cheap. static-like sounds, but for the price its fine. did not last too long the cable could have been stronger but for the price that is what you get. cheap. good price."
2,0,2011/7/2,"i purchased these for use on my original, 5th gen ipod. i now have a 160gb 7th gen (recently purchased)
performance hasn't changed.

the problem is mostly the ipod, which has poor sound quality in general, and no low end. that's why there is a whole industry of headphones with booming low ends - to make up for the ipod's deficiencies. but these aren't in that category.

i have recently added comply tx100 foam tips, which slightly improved things. but i still almost never use these.

a few specifics...

- at the high end, these are precise, revealing, detailed. maybe near perfect. however, the original recorded sound, the artifacts created by compressing to mp3, and the ipod audio circuitry are much less than perfect. these shures reveal every detail. very educational, perhaps not so musical. given the limitations of the ipod, i think a little blurring at the high end makes for a more enjoyable experience. as a contrast, listening to a flac file directly off my computer is a much better, since two of the three elements in the chain listed above don't exist.

- at the low end.. forget it - there's nothing there on the ipod. i can play around with the ipod equalization settings - ""small speakers"" seems to work best on the newer 160 (which seems quite funny to me.) things are better directly connected to my computer on that flac file. bass is balanced, but not overly abundant - in this case it may or may not be enough depending on your preferences.

sound isolation, especially with the comply tips, is outstanding - there's nothing to distract you from the crappy sound the ipod is pumping out.

 i have used both skulcandy, and bose in-ear headphones. both seem more enjoyable to me. no, the highs don't match these, but the bass is there. the overall effect is better.

.",not for an ipod,"i purchased these for use on my original, 5th gen ipod. i now have a 160gb 7th gen (recently purchased)
performance hasn't changed.

the problem is mostly the ipod, which has poor sound quality in general, and no low end. that's why there is a whole industry of headphones with booming low ends - to make up for the ipod's deficiencies. but these aren't in that category.

i have recently added comply tx100 foam tips, which slightly improved things. but i still almost never use these.

a few specifics...

- at the high end, these are precise, revealing, detailed. maybe near perfect. however, the original recorded sound, the artifacts created by compressing to mp3, and the ipod audio circuitry are much less than perfect. these shures reveal every detail. very educational, perhaps not so musical. given the limitations of the ipod, i think a little blurring at the high end makes for a more enjoyable experience. as a contrast, listening to a flac file directly off my computer is a much better, since two of the three elements in the chain listed above don't exist.

- at the low end.. forget it - there's nothing there on the ipod. i can play around with the ipod equalization settings - ""small speakers"" seems to work best on the newer 160 (which seems quite funny to me.) things are better directly connected to my computer on that flac file. bass is balanced, but not overly abundant - in this case it may or may not be enough depending on your preferences.

sound isolation, especially with the comply tips, is outstanding - there's nothing to distract you from the crappy sound the ipod is pumping out.

 i have used both skulcandy, and bose in-ear headphones. both seem more enjoyable to me. no, the highs don't match these, but the bass is there. the overall effect is better.

. not for an ipod"
1,0,2015/1/9,shame on samsung!!!! this is a poorly designed and qa'd product-great concept but poor execution rushed to market. i tried 2 unit and both returned - the samsung service people said that they had not had one work without many problems,this is a poorly designed and qa'd product-great concept but poor execution rushed to market,shame on samsung!!!! this is a poorly designed and qa'd product-great concept but poor execution rushed to market. i tried 2 unit and both returned - the samsung service people said that they had not had one work without many problems this is a poorly designed and qa'd product-great concept but poor execution rushed to market
4,3,2007/11/28,"this is a good product for someone who travels a lot and needs a good looking, sturdy bag that has lots of pockets and space.  as one reviewer observed, this bag is not 100% leather.  but, it's from targus and the quality/price ratio is pretty good.  i would recommend this product!","overall, a good product","this is a good product for someone who travels a lot and needs a good looking, sturdy bag that has lots of pockets and space.  as one reviewer observed, this bag is not 100% leather.  but, it's from targus and the quality/price ratio is pretty good.  i would recommend this product! overall, a good product"
3,0,2014/12/7,"it's ok i guess, as long as you like windows 8 and a low to mid range laptop....which i don't.  windows updates have helped out quite a bit, but this thing ran at a snail pace out of the box.  i wouldn't buy it again, but at the time, the price was right.","it's ok i guess, as long as you like windows 8 and a low to mid range laptop.","it's ok i guess, as long as you like windows 8 and a low to mid range laptop....which i don't.  windows updates have helped out quite a bit, but this thing ran at a snail pace out of the box.  i wouldn't buy it again, but at the time, the price was right. it's ok i guess, as long as you like windows 8 and a low to mid range laptop."
4,8,2003/10/19,"i agree with the reviewers who feel these lexars are not made to withstand very rough treatment, but they're not all that flimsy either. i find them absolutely wonderful for transporting documents from home to work. we've also use them to copy albums of digital pictures and of course to share (fully licensed) mp3s.
however, both the 64 & the 128 meg models are not usb 2.0 enabled, so the speed needed to make the latter two tasks really easy with these models is not available. i'd suggest buying either this 64 meg model for text applications or going to the 256 meg model for pics or music files.",pretty good deal.,"i agree with the reviewers who feel these lexars are not made to withstand very rough treatment, but they're not all that flimsy either. i find them absolutely wonderful for transporting documents from home to work. we've also use them to copy albums of digital pictures and of course to share (fully licensed) mp3s.
however, both the 64 & the 128 meg models are not usb 2.0 enabled, so the speed needed to make the latter two tasks really easy with these models is not available. i'd suggest buying either this 64 meg model for text applications or going to the 256 meg model for pics or music files. pretty good deal."
3,5,2016/9/1,"the overall fit and finish are good and the focus wheel is nice and smooth. where olympus cut costs were the bk7 prisms, lens coatings and internal baffling. the bk7 prisms are a bit inferior to bak4s. the lenses look as if they just barely have a layer of coating on them. they look more white than green or bluish. also, the lens barrels are not painted black inside which would cut down on stray light. these binoculars will work well for birding or sporting events in ample light. the performance suffers at dusk and dawn. i bought these as a birthday present for a 9 year old and they will be fine for him. if i had bought them for myself i probably would have returned them and bought something a little better. i have other binoculars and for the money the nikons are better; even the entry level models.",ok for a kid,"the overall fit and finish are good and the focus wheel is nice and smooth. where olympus cut costs were the bk7 prisms, lens coatings and internal baffling. the bk7 prisms are a bit inferior to bak4s. the lenses look as if they just barely have a layer of coating on them. they look more white than green or bluish. also, the lens barrels are not painted black inside which would cut down on stray light. these binoculars will work well for birding or sporting events in ample light. the performance suffers at dusk and dawn. i bought these as a birthday present for a 9 year old and they will be fine for him. if i had bought them for myself i probably would have returned them and bought something a little better. i have other binoculars and for the money the nikons are better; even the entry level models. ok for a kid"
5,0,2016/2/13,this has worked very well by sending a directv signal to a second tv in our rv. just need an rca plug at both locations. you can not tell it is not hard wired.,gets it done.,this has worked very well by sending a directv signal to a second tv in our rv. just need an rca plug at both locations. you can not tell it is not hard wired. gets it done.
5,0,2013/10/2,"i have been ripped off 3 times this year on ebay with micro sd cards or i prefer tf cards. this was tested with h2testw. i always do it now when i get a new card. fastest micro card i've ever had. write was at 9.2 mbps and verify was 10.8 mbps. card holds a little less then a normal 32gb card, 29.4gb. i rather lose those few hundred mb's with the transfer rate this card has. i will buy again soon. cheers.",excellent,"i have been ripped off 3 times this year on ebay with micro sd cards or i prefer tf cards. this was tested with h2testw. i always do it now when i get a new card. fastest micro card i've ever had. write was at 9.2 mbps and verify was 10.8 mbps. card holds a little less then a normal 32gb card, 29.4gb. i rather lose those few hundred mb's with the transfer rate this card has. i will buy again soon. cheers. excellent"
2,0,2016/8/6,battery was replaced without any issues but the battery was worse in holding a charge vs the original battery which is several years old.  not recommended.,poor battery life,battery was replaced without any issues but the battery was worse in holding a charge vs the original battery which is several years old.  not recommended. poor battery life
1,21,2010/11/27,not what i expected from monster,1290816000,not what i expected from monster 1290816000
1,11,2005/8/24,"i purchased this camera for my wife because she wanted a light-weight digital camera that would fit in her pocket or purse.  after eight months, we have taken about two thousand pictures with the camera.

the good points about the camera are its small size and its speed.  you can turn it on and start taking pictures almost instantaneously, which is a real advantage for catching unexpected moments.

there is only one bad point, but it is a real kicker.  about half of the pictures i take come out blurry.  i always take multiple shots as a safeguard, but it is a bit of a pain to filter out all the blurry photos, and sometimes none of the pictures are sufficiently clear.

you might just assume i am a bad photographer, but i have owned several other digital cameras as well as a number of film cameras, and i don't have this problem with any of them.

one reason the pictures are often blurry is that the camera, by default, will set the shutter speed to 1/40 for flash pictures.  as any photographer can tell you, this is really too slow for most people.  the slow shutter speed, the fact that you have to hold the camera away from your body to see the lcd, and the light weight of the camera combine to make camera shake a real problem.  even if you manage to hold the camera still, the subjects in the photo may be moving, in which case they will be blurry anyway.

most cameras, including my other digital ones, default to 1/60 for flash pictures, which works much better.  while it is possible to work around this problem by setting the camera to manual mode, i find that to be rather a pain, since you have to set both the shutter and the aperture.  this camera has no shutter priority (tv) mode, so manual mode is the best option.

the second reason that the pictures come out blurry is the auto-focus.  the default mode - multi-af - is poorly documented and doesn't seem to work that well.  in some cases, green boxes will appear - presumably the locations that were used for focus.  in other cases (usually when the scene is darker), no boxes appear, even though the camera seems to focus correctly using its built in focus assist light and it makes the double beep sound that indicates successful auto-focus.  in those cases, you can only guess what the camera is focusing on.  even setting the camera on center focus does not solve the problem for me, and there is the added annoyance of having to focus and then re-frame each shot.  i think that the auto-focus in this camera is just not as good as in other cameras.

a couple of minor annoyances highlight why sony is at the back of the pack when it comes to user interfaces.  1) the self-timer setting resets after each photo is taken.  this means that if you want to take a bunch of pictures using the self-timer, you have to remember to press the button before each shot.  i've never seen any other camera that did this.  2) the mode wheel is right on the edge of the camera.  sometimes, when i pull the camera out of my pocket, the wheel changes settings, and i only discover that i've gone to manual mode (or whatever) after i've taken a shot or two.",great camera if you like blurry pictures,"i purchased this camera for my wife because she wanted a light-weight digital camera that would fit in her pocket or purse.  after eight months, we have taken about two thousand pictures with the camera.

the good points about the camera are its small size and its speed.  you can turn it on and start taking pictures almost instantaneously, which is a real advantage for catching unexpected moments.

there is only one bad point, but it is a real kicker.  about half of the pictures i take come out blurry.  i always take multiple shots as a safeguard, but it is a bit of a pain to filter out all the blurry photos, and sometimes none of the pictures are sufficiently clear.

you might just assume i am a bad photographer, but i have owned several other digital cameras as well as a number of film cameras, and i don't have this problem with any of them.

one reason the pictures are often blurry is that the camera, by default, will set the shutter speed to 1/40 for flash pictures.  as any photographer can tell you, this is really too slow for most people.  the slow shutter speed, the fact that you have to hold the camera away from your body to see the lcd, and the light weight of the camera combine to make camera shake a real problem.  even if you manage to hold the camera still, the subjects in the photo may be moving, in which case they will be blurry anyway.

most cameras, including my other digital ones, default to 1/60 for flash pictures, which works much better.  while it is possible to work around this problem by setting the camera to manual mode, i find that to be rather a pain, since you have to set both the shutter and the aperture.  this camera has no shutter priority (tv) mode, so manual mode is the best option.

the second reason that the pictures come out blurry is the auto-focus.  the default mode - multi-af - is poorly documented and doesn't seem to work that well.  in some cases, green boxes will appear - presumably the locations that were used for focus.  in other cases (usually when the scene is darker), no boxes appear, even though the camera seems to focus correctly using its built in focus assist light and it makes the double beep sound that indicates successful auto-focus.  in those cases, you can only guess what the camera is focusing on.  even setting the camera on center focus does not solve the problem for me, and there is the added annoyance of having to focus and then re-frame each shot.  i think that the auto-focus in this camera is just not as good as in other cameras.

a couple of minor annoyances highlight why sony is at the back of the pack when it comes to user interfaces.  1) the self-timer setting resets after each photo is taken.  this means that if you want to take a bunch of pictures using the self-timer, you have to remember to press the button before each shot.  i've never seen any other camera that did this.  2) the mode wheel is right on the edge of the camera.  sometimes, when i pull the camera out of my pocket, the wheel changes settings, and i only discover that i've gone to manual mode (or whatever) after i've taken a shot or two. great camera if you like blurry pictures"
5,0,2006/11/4,"i have paired this with my linkysys wireless-g router and i have not had any problems with either. the modem installed without any issues. prior to this modem i was using an rca which began having connection problems. since the linksys install i have rock solid connection to the internet and a more stable wireless network. previously i would expirience intermittant ""drop outs"" and would have to reboot. currently i couldn't be more satisfied has been a good 3 months",truoble free internet,"i have paired this with my linkysys wireless-g router and i have not had any problems with either. the modem installed without any issues. prior to this modem i was using an rca which began having connection problems. since the linksys install i have rock solid connection to the internet and a more stable wireless network. previously i would expirience intermittant ""drop outs"" and would have to reboot. currently i couldn't be more satisfied has been a good 3 months truoble free internet"
3,0,2015/11/24,"the problem i have with this filter is that it doesn't tighten onto the lens the way i would like.  it just continues to spin, then when i put my sun shade on it is too tight,  if not for this i would have given it more stars.",fit doesn't seem right,"the problem i have with this filter is that it doesn't tighten onto the lens the way i would like.  it just continues to spin, then when i put my sun shade on it is too tight,  if not for this i would have given it more stars. fit doesn't seem right"
2,0,2016/9/4,"i love the gaming features and the battery lasts a long time. about 4 to 5 hours. my grandson loves it also which is a plus because we travel with him and he gets bored easily. it plays videos really well and is quieter than some players that you can hear the disc spinning and it interferes with the sound quality. all in all, it's a nice player with a decent sized screen and is versatile as a gaming system also!
*updated review  the first unit i ordered was defective so i sent it back and the seller sent me another one for free to try and it worked ok for a little bit and now, it makes a lot of noise and the screen freezes and skips. ",updated review ...,"i love the gaming features and the battery lasts a long time. about 4 to 5 hours. my grandson loves it also which is a plus because we travel with him and he gets bored easily. it plays videos really well and is quieter than some players that you can hear the disc spinning and it interferes with the sound quality. all in all, it's a nice player with a decent sized screen and is versatile as a gaming system also!
*updated review  the first unit i ordered was defective so i sent it back and the seller sent me another one for free to try and it worked ok for a little bit and now, it makes a lot of noise and the screen freezes and skips.  updated review ..."
2,2,2016/5/28,"i bought one of these (what should have been the same version) approx 8-10 years ago and it lasted that whole time before showing signs of wear. and i used it almost daily for that time, took it on many planes, etc. finally ordered this one after the original was breaking down. it has been about 5 months - and it has already ripped. not even in an area that takes much strain - the fabric below the velcro in the pouch has ripped clean through like 50-75% around it, you can easily put your finger through the hole in the pouch and touch your laptop. not sure if this crap quality is just a fluke but i have a feeling it is a sign of serious decline in quality over the years. after getting so much use out on the last one without issue, i'm disappointed and surprised with this one's performance and now i have to find a new daily use case before this one just shreds one day and my laptop falls out the bottom",not what it used to be - pick a different one,"i bought one of these (what should have been the same version) approx 8-10 years ago and it lasted that whole time before showing signs of wear. and i used it almost daily for that time, took it on many planes, etc. finally ordered this one after the original was breaking down. it has been about 5 months - and it has already ripped. not even in an area that takes much strain - the fabric below the velcro in the pouch has ripped clean through like 50-75% around it, you can easily put your finger through the hole in the pouch and touch your laptop. not sure if this crap quality is just a fluke but i have a feeling it is a sign of serious decline in quality over the years. after getting so much use out on the last one without issue, i'm disappointed and surprised with this one's performance and now i have to find a new daily use case before this one just shreds one day and my laptop falls out the bottom not what it used to be - pick a different one"
1,0,2013/9/19,would not attach to my baofeng uv-5ra transmitter as advertived. i tryed to compare the plastic moulded case to my original battery but both appeared to be the exact same. but it would not make contact with the power contacts or the locking mechanism. did slide up the rails on the transmitter. very wierd. carl,etekcity 7.4v 3600mah li-ion battery for baofeng uv-5r uv5r double ultra.,would not attach to my baofeng uv-5ra transmitter as advertived. i tryed to compare the plastic moulded case to my original battery but both appeared to be the exact same. but it would not make contact with the power contacts or the locking mechanism. did slide up the rails on the transmitter. very wierd. carl etekcity 7.4v 3600mah li-ion battery for baofeng uv-5r uv5r double ultra.
4,0,2010/4/15,"this is my first pair of heavy duty over the head headphones so i can't really compare them to others when it comes to bass and overall sound quality.  but they do sound good and clear, they are loud and fairly comfortable.  they do hurt my right ear sometimes, but after adjusting them, they are fine.  they seem very tough and durable as well.  the price was very good too.  value for my money.",steady headphones,"this is my first pair of heavy duty over the head headphones so i can't really compare them to others when it comes to bass and overall sound quality.  but they do sound good and clear, they are loud and fairly comfortable.  they do hurt my right ear sometimes, but after adjusting them, they are fine.  they seem very tough and durable as well.  the price was very good too.  value for my money. steady headphones"
4,0,2015/6/3,"very responsive, easy to use and comfortable in hand, but switching between devices is an issue. battery life is brilliant!",easy to use and comfortable in hand,"very responsive, easy to use and comfortable in hand, but switching between devices is an issue. battery life is brilliant! easy to use and comfortable in hand"
5,0,2015/1/9,"it fits perfectly for my asus 11 inches  touchscreen laptop. i only needed a sleeve so i can toss it in my favorite messenger bag, it provides a good protection from being scratch or what have you. it may not survive a 10ft drop without being wrapped in bubbles, but it has some decent cushion for any light bumps that may come across like purposely bumping against hipsters in coffee shops. my only complaint with this is why isn't there more color choice? but for now i will paint something nice on the sleeve.",most excellent,"it fits perfectly for my asus 11 inches  touchscreen laptop. i only needed a sleeve so i can toss it in my favorite messenger bag, it provides a good protection from being scratch or what have you. it may not survive a 10ft drop without being wrapped in bubbles, but it has some decent cushion for any light bumps that may come across like purposely bumping against hipsters in coffee shops. my only complaint with this is why isn't there more color choice? but for now i will paint something nice on the sleeve. most excellent"
1,6,2008/2/4,useless and creative's customer service department stinks,1202083200,useless and creative's customer service department stinks 1202083200
2,3,2010/6/16,"i bought a pair of hd 202 headphones along with this mic clip to replace a pair of gaming headsets. the hd 202s were fine themselves, but they have a thin wire.

the zalman mic's clip is terrible. i initially thought it had a spring type of clip, turns out i was wrong. it depends on the pure friction of 2 plastic pieces, which is nonexistant when you have a thin wire. i mean, they could have at least tried to put some rubber to increase friction? anyway, i tried to tape it or use a bendable wire to hold it on my headphone's wire, but it was useless.

also, that was kind of useless, as it did not provide any noticeable improvement over my laptop mic. sure, less tapping of my keyboard is heard, but the sound is stilled picked up. it was omnidirectional, which i did not know before buying, which meant it still picked up all surrounding noises. i bought it specifically to try and noise cancel since i'm not using push to talk, but i was wrong.

i ended up giving it to my dorm mate since he owns a desktop. don't know if he uses it though, last time i checked, he preferred the mic on his webcam.",didn't provide me much over what i already had.,"i bought a pair of hd 202 headphones along with this mic clip to replace a pair of gaming headsets. the hd 202s were fine themselves, but they have a thin wire.

the zalman mic's clip is terrible. i initially thought it had a spring type of clip, turns out i was wrong. it depends on the pure friction of 2 plastic pieces, which is nonexistant when you have a thin wire. i mean, they could have at least tried to put some rubber to increase friction? anyway, i tried to tape it or use a bendable wire to hold it on my headphone's wire, but it was useless.

also, that was kind of useless, as it did not provide any noticeable improvement over my laptop mic. sure, less tapping of my keyboard is heard, but the sound is stilled picked up. it was omnidirectional, which i did not know before buying, which meant it still picked up all surrounding noises. i bought it specifically to try and noise cancel since i'm not using push to talk, but i was wrong.

i ended up giving it to my dorm mate since he owns a desktop. don't know if he uses it though, last time i checked, he preferred the mic on his webcam. didn't provide me much over what i already had."
2,2,2007/9/10,"ok this was my first buy on amazon.. i bought 2 of the tripp lite tmc-6 touchmaster compact surge suppressor.. my nabor came to me and gave me the box that was shipped. she found it at her front door, 2 houses up the street!(ups can't read an address) when i took out the 2 switch boxes, 1 didn't have any screws in it (a friday special?)
i needed them bad so i put my own screws in it.. so far they are working fine.. not very pleased with my first buy from here..oh and a week later there 20 bucks now insted of 30.","missing screws, delivered to wrong house","ok this was my first buy on amazon.. i bought 2 of the tripp lite tmc-6 touchmaster compact surge suppressor.. my nabor came to me and gave me the box that was shipped. she found it at her front door, 2 houses up the street!(ups can't read an address) when i took out the 2 switch boxes, 1 didn't have any screws in it (a friday special?)
i needed them bad so i put my own screws in it.. so far they are working fine.. not very pleased with my first buy from here..oh and a week later there 20 bucks now insted of 30. missing screws, delivered to wrong house"
4,0,2009/6/3,"update (9-1-2010)
the sound on one side cut out about one year into use, which is pretty impressive given the beating that these headphones have taken. i'm considering getting another pair. another thing to be careful about is the foam covers, which have a tendency to slip off.
____
bought this pair of headphones due to the reviews that indicate it's durable and for the storage case. it's held up so far. sound quality is pretty decent for the price. with the foam pads, they are actually quite comfortable. i've always had trouble with ear-bud style headphones not staying in my ears, but this pair actually fits. hoping that these last longer than my last pair (3 months)!",good while it lasted (update),"update (9-1-2010)
the sound on one side cut out about one year into use, which is pretty impressive given the beating that these headphones have taken. i'm considering getting another pair. another thing to be careful about is the foam covers, which have a tendency to slip off.
____
bought this pair of headphones due to the reviews that indicate it's durable and for the storage case. it's held up so far. sound quality is pretty decent for the price. with the foam pads, they are actually quite comfortable. i've always had trouble with ear-bud style headphones not staying in my ears, but this pair actually fits. hoping that these last longer than my last pair (3 months)! good while it lasted (update)"
3,0,2016/6/10,"very nice sound for a very reasonable price. it charges my note 3 while it plays. but i find the shape, while stylish, to awkward for traveling. i particularly dislike the fact that the cell phone support bracket does not fold down for travel. it's also quite heavy. i purchase this from amazon primarily because i wanted better sound when i travel. i got better sound button a less-than-ideal package.",nice choice for home use,"very nice sound for a very reasonable price. it charges my note 3 while it plays. but i find the shape, while stylish, to awkward for traveling. i particularly dislike the fact that the cell phone support bracket does not fold down for travel. it's also quite heavy. i purchase this from amazon primarily because i wanted better sound when i travel. i got better sound button a less-than-ideal package. nice choice for home use"
3,2,2017/2/15,"serves the purpose once i get it to sit on my desk in a corner.  the clip on didn't work for me and i found it strange how it is, but i use the clip on as a stand and that works.",okay product..,"serves the purpose once i get it to sit on my desk in a corner.  the clip on didn't work for me and i found it strange how it is, but i use the clip on as a stand and that works. okay product.."
1,2,2014/12/30,false advertising. do not buy. does not charge at 30watts.,1419897600,false advertising. do not buy. does not charge at 30watts. 1419897600
4,0,2011/6/11,just what i needed,1307750400,just what i needed 1307750400
1,3,2015/11/12,"stiff as a dead rigor.  practically had to soak in wd40 to get any flexion on these.  even then, they won't open enough to set both eyes for viewing.  these should be sold as a monocular, as at any given time, you can look out of one, but not move it where both can see.",mortis,"stiff as a dead rigor.  practically had to soak in wd40 to get any flexion on these.  even then, they won't open enough to set both eyes for viewing.  these should be sold as a monocular, as at any given time, you can look out of one, but not move it where both can see. mortis"
5,0,2018/7/9,"long lasting cables, i had to change cables from time to time due to to get audio to my wireless headphones due to cable breakage, rust in the connectors, this pair it's been working without a hitch for a while now.",long lasting cables,"long lasting cables, i had to change cables from time to time due to to get audio to my wireless headphones due to cable breakage, rust in the connectors, this pair it's been working without a hitch for a while now. long lasting cables"
5,0,2017/3/17,"tip: if you want to use velcro ties with these, use some nylon zip ties with these to hold the velcro tie. just remember to turn these 90 when mounting to compensate for the extra tie.",you can technically use velcro ties with these!,"tip: if you want to use velcro ties with these, use some nylon zip ties with these to hold the velcro tie. just remember to turn these 90 when mounting to compensate for the extra tie. you can technically use velcro ties with these!"
3,0,2014/1/22,"got these to avoid spending the big bucks on other sets. they do serve their purpose however the battery pack and control unit on the wiring is not ideal. when walking through the airport the length of the cord gets caught up and the battery pack falls off the clip and is really inconvenient.

sound quality is good, you can still hear outside noise but was surprised on the cancelling ability (get what you pay for). one interesting feature is that you can mute the cancellation feature so you can hear what is going on around you, not a function i use often but have found it handy a time or two.",decent set,"got these to avoid spending the big bucks on other sets. they do serve their purpose however the battery pack and control unit on the wiring is not ideal. when walking through the airport the length of the cord gets caught up and the battery pack falls off the clip and is really inconvenient.

sound quality is good, you can still hear outside noise but was surprised on the cancelling ability (get what you pay for). one interesting feature is that you can mute the cancellation feature so you can hear what is going on around you, not a function i use often but have found it handy a time or two. decent set"
4,0,2016/8/20,"i'm updating my review. although i did not use this mount, i also did not return it as it was inexpensive and the time and cost for shipping it back didn't seem to be worth it. imagine my surprise when i received an email from the company referencing my review and offering to refund my money and to also assure me they are redesigning the mount. this is excellent customer service, and while i didn't use this mount this time around, i will now make sure i give cheetah another try when i mount my next tv. this type of quality customer support is rare and needs to be rewarded!

original review below....this is an ""ok"" mount, but the problem is that the connecting bar between the two sections can greatly interfere with your ability to center the tv where you want. i wound up purchasing an omnimount instead, which not only had a much more secure build quality to it, but it also included a set of screws for just about any type of tv","ok, but not suitable for my particular installation (update: customer service is amazing though!)","i'm updating my review. although i did not use this mount, i also did not return it as it was inexpensive and the time and cost for shipping it back didn't seem to be worth it. imagine my surprise when i received an email from the company referencing my review and offering to refund my money and to also assure me they are redesigning the mount. this is excellent customer service, and while i didn't use this mount this time around, i will now make sure i give cheetah another try when i mount my next tv. this type of quality customer support is rare and needs to be rewarded!

original review below....this is an ""ok"" mount, but the problem is that the connecting bar between the two sections can greatly interfere with your ability to center the tv where you want. i wound up purchasing an omnimount instead, which not only had a much more secure build quality to it, but it also included a set of screws for just about any type of tv ok, but not suitable for my particular installation (update: customer service is amazing though!)"
1,0,2011/2/10,"normally i wouldn't purchase such a low end,inexpensive set of headphones. but ,hey its the sony brand...how can you go wrong? easy!
in my case i had minimum requirements...tv viewing while in bed(3 ft range) and while on my exercise bike (10 ft.range). i also did not intend to use them for music.

first of all these are infrared headphones. actual range is only about 15 feet,and the signal is only good for a 45 degree radius....and there better not be any metal in the path. furthermore,the people who complain about the hissing sound when you turn up the volume aren't kidding. also, these are on-the-ear...not over-the ear. the sound from my exercise bike makes it almost impossible for me to hear anything thru the phones. they are a little hard to turn on in the dark because the switch is slightly recessed and it's a little hard to find. also,as others have reported, they are a little hard to set into the charging cradle, but these last two problems are minor. anyways these headphones are on their way to some poor unfortunate soul at the salvation army who is so destitute that he can't spend another $30-$40 to get a good pair of 900 mz rf headphones.

i strongly recommend the sennheiser rs 120 system. over the ear so no outside sound interference, crystal clear, extremely comfortable, and get this... when i have them on, i can walk thru my house, out the front door, and travel 100 feet to the side of my yard and still get good reception....with absolutely no interference. i just ordered my second pair.
 hey, i don't care what you buy but, in my opinion, stay away from wireless infra-red headphones.",a poor choice,"normally i wouldn't purchase such a low end,inexpensive set of headphones. but ,hey its the sony brand...how can you go wrong? easy!
in my case i had minimum requirements...tv viewing while in bed(3 ft range) and while on my exercise bike (10 ft.range). i also did not intend to use them for music.

first of all these are infrared headphones. actual range is only about 15 feet,and the signal is only good for a 45 degree radius....and there better not be any metal in the path. furthermore,the people who complain about the hissing sound when you turn up the volume aren't kidding. also, these are on-the-ear...not over-the ear. the sound from my exercise bike makes it almost impossible for me to hear anything thru the phones. they are a little hard to turn on in the dark because the switch is slightly recessed and it's a little hard to find. also,as others have reported, they are a little hard to set into the charging cradle, but these last two problems are minor. anyways these headphones are on their way to some poor unfortunate soul at the salvation army who is so destitute that he can't spend another $30-$40 to get a good pair of 900 mz rf headphones.

i strongly recommend the sennheiser rs 120 system. over the ear so no outside sound interference, crystal clear, extremely comfortable, and get this... when i have them on, i can walk thru my house, out the front door, and travel 100 feet to the side of my yard and still get good reception....with absolutely no interference. i just ordered my second pair.
 hey, i don't care what you buy but, in my opinion, stay away from wireless infra-red headphones. a poor choice"
